СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ ПОКАЗАТЕЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ В 1991-2017 гг.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ПОКАЗАТЕЛИ ;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;
10. СИСТЕМА НАЦИОНАЛЬНЫХ СЧЕТОВ*);;;;;;;;;;;;;;;;;;;;;;;;;;;;
Показатели национальных счетов;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области информации и связи;;;;;;;;;;;;;;;;;;;;;;;;;;;973927,1;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;;;;;;;2086214,9;
Деятельность по операциям с недвижимым имуществом;;;;;;;;;;;;;;;;;;;;;;;;;;;7367968,5;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;;;;;;;1946890,1;
Деятельность административная и сопутствующие дополнительные услуги;;;;;;;;;;;;;;;;;;;;;;;;;;;1404411,7;
"Государственное управление и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;;;;;;;2351423,2;
Образование;;;;;;;;;;;;;;;;;;;;;;;;;;;199032,9;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;;;;;;;266373,4;
Деятельность в области культуры, спорта, организации досуга и развлечений;;;;;;;;;;;;;;;;;;;;;;;;;;;210999,3;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;;;;;;;136121,1;
"Деятельность домашних хозяйств как работодателей; недифференцированная деятельность частных домашних хозяйств по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;
"Использование валового внутреннего продукта (в текущих рыночных ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валовой внутренний продукт;;;;;;;;;;;;10830535,1;13208233,8;17027190,9;21609765,5;26917201,4;33247513,2;41276849,2;38807218,6;46308541,2;60282540,4;68163883,1;73133895,1;79199658,5;83387191,7;86148565,6;92037175,7;
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
расходы на конечное потребление;;;;;;;;;;;;7484115,5;9058687,6;11477849,6;14438149,2;17809740,7;21968579,5;27543511,4;29269625,1;32514673,2;40692217,7;46895780,1;52274283,6;56510695,1;58445375,1;61060258,4;64762774,9;
домашних хозяйств;;;;;;;;;;;;5409157,7;6537401,5;8438484,1;10652857,8;12974743,4;16031739,8;19966954,7;20985936,1;23617623,3;29939463,5;34492361,7;38465140,8;42015788,5;43336513,3;44965025,2;47871650,4;
государственного управления;;;;;;;;;;;;1942441,8;2366368,7;2889814,5;3645918,5;4680409,7;5750964,1;7359844,2;8066692,6;8671323,7;10527421,8;12155971,7;13551946,1;14207045,1;14794804,3;15751043,5;16548928,2;
из них:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
на индивидуальные товары и услуги;;;;;;;;;;;;858159,1;1015496,4;1260365,8;1662905,0;2154301,6;2710005,7;3500155,7;3836009,6;4118622,8;4904682,5;5225597,1;5726847,3;6211031,3;6444884,2;6662529,7;6948571,4;
на коллективные услуги;;;;;;;;;;;;1084282,7;1350872,3;1629448,7;1983013,5;2526108,1;3040958,4;3859688,5;4230683,0;4552700,9;5622739,3;6930374,6;7825098,8;7996013,8;8349920,1;9088513,8;9600356,8;
некоммерческих организаций, обслуживающих домашние хозяйства;;;;;;;;;;;;132516,0;154917,4;149551,0;139372,9;154587,6;185875,6;216712,5;216996,4;225726,2;225332,4;247446,7;257196,7;287861,5;314057,5;344189,7;342196,3;
валовое накопление;;;;;;;;;;;;2169313,7;2755048,5;3558951,4;4338730,5;5698727,3;8034098,2;10526116,1;7344756,5;10472630,0;14735887,4;16730202,4;16915862,1;17614564,3;18241183,4;19671763,0;21962231,2;
"валовое накопление основного капитала2);3)";;;;;;;;;;;;1939314,4;2432252,0;3130523,6;3836895,9;4980573,3;6980359,1;9200768,9;8535671,5;10014340,1;12952976,5;14689247,0;15925615,2;16828063,2;16941946,2;18402686,3;19966589,9;
изменение запасов материальных оборотных средств;;;;;;;;;;;;229999,3;322796,5;428427,8;501834,6;718154,0;1053739,1;1325347,2;-1190915,0;458289,9;1782910,9;2040955,4;990246,9;786501,1;1299237,2;1269076,7;1995641,3;
чистый экспорт ;;;;;;;;;;;;1167490,5;1501960,1;2086533,4;2958981,1;3425912,8;2866551,3;3812567,2;2887699,1;3739696,9;4854435,3;4537900,6;3943749,4;5074399,1;6700633,2;4456050,9;4924950,1;
    экспорт;;;;;;;;;;;;3813694,6;4655880,3;5860396,9;7607256,5;9079332,7;10028762,1;12923553,7;10842026,2;13529310,9;16865192,2;18324772,3;18863370,2;21425934,6;23854056,5;22139288,6;23966093,9;
    импорт;;;;;;;;;;;;2646204,1;3153920,2;3773863,5;4648275,4;5653419,9;7162210,8;9110986,5;7954327,1;9789614,0;12010756,9;13786871,7;14919620,8;16351535,5;17153423,3;17683237,7;19041143,8;
статистическое расхождение;;;;;;;;;;;;9615,4;-107462,4;-96143,5;-126095,3;-17179,4;378284,2;-605345,5;-694862,1;-418458,9;0,0;0,0;0,0;0,0;0,0;960493,3;387219,5;
"Структура использования валового внутреннего продукта (в текущих рыночных ценах; в процентах к итогу)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валовой внутренний продукт;;;;;;;;;;;;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
расходы на конечное потребление;;;;;;;;;;;;69,2;68,2;67,0;66,3;66,1;66,8;65,9;74,1;69,6;67,6;68,8;71,3;71,3;70,1;71,6;70,5;
домашних хозяйств;;;;;;;;;;;;50,0;49,2;49,3;49,0;48,2;48,8;47,8;53,1;50,5;49,6;50,6;52,6;53,1;52,0;52,8;52,2;
государственного управления;;;;;;;;;;;;18,0;17,8;16,9;16,7;17,4;17,5;17,6;20,4;18,5;17,5;17,9;18,5;18,0;17,7;18,5;18,1;
из них:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
на индивидуальные товары и услуги;;;;;;;;;;;;8,0;7,6;7,4;7,6;8,0;8,2;8,4;9,7;8,8;8,2;7,7;7,8;7,9;7,7;7,8;7,6;
на коллективные услуги;;;;;;;;;;;;10,0;10,2;9,5;9,1;9,4;9,3;9,2;10,7;9,7;9,3;10,2;10,7;10,1;10,0;10,7;10,5;
некоммерческих организаций, обслуживающих домашние хозяйства;;;;;;;;;;;;1,2;1,2;0,8;0,6;0,5;0,5;0,5;0,6;0,6;0,5;0,3;0,2;0,2;0,4;0,3;0,2;
валовое накопление;;;;;;;;;;;;20,0;20,6;20,9;20,1;21,2;24,4;25,1;18,6;22,4;24,4;24,6;23,3;22,2;21,9;23,1;24,0;
валовое накопление основного капитала2);;;;;;;;;;;;17,9;18,2;18,4;17,7;18,5;21,2;22,0;21,7;21,4;21,5;21,6;21,9;21,3;20,4;21,6;21,8;
изменение запасов материальных оборотных средств;;;;;;;;;;;;2,1;2,4;2,5;2,4;2,7;3,2;3,1;-3,1;1,1;2,9;3,0;1,4;0,9;1,5;1,5;2,2;
чистый экспорт ;;;;;;;;;;;;10,8;11,2;12,1;13,6;12,7;8,8;9,0;7,3;7,9;8,0;6,6;5,4;6,5;8,0;5,3;5,5;
    экспорт;;;;;;;;;;;;35,2;34,9;34,2;35,0;33,7;30,6;30,8;27,4;28,9;28,0;26,8;25,8;27,1;28,6;26,0;26,2;
    импорт;;;;;;;;;;;;24,4;23,7;22,1;21,4;21,0;21,8;21,8;20,1;21,0;20,0;20,2;20,4;20,6;20,6;20,7;20,7;
Индексы физического объема элементов использования валового внутреннего продукта (в процентах к предыдущему год);;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валовой внутренний продукт ;;;;;;;;;;;;104,7;107,3;107,2;106,4;108,2;108,5;105,2;92,2;104,5;104,3;103,7;101,8;100,7;97,5;99,8;101,5;
расходы на конечное потребление;;;;;;;;;;;;107,0;106,1;109,4;109,1;109,5;111,2;108,6;96,1;103,5;105,3;106,5;104,1;100,9;92,2;98,1;102,6;
домашних хозяйств;;;;;;;;;;;;108,5;107,7;112,5;112,2;112,2;114,3;110,6;94,9;105,5;106,8;107,9;105,2;102,0;90,6;97,2;103,4;
государственного управления;;;;;;;;;;;;102,6;102,4;102,1;101,4;102,3;102,7;103,4;99,4;98,5;101,4;102,6;100,9;97,9;96,9;100,9;100,4;
некоммерческих организаций, обслуживающих домашние хозяйства;;;;;;;;;;;;100,8;100,1;88,9;81,7;98,3;102,7;98,6;92,0;99,5;95,1;99,0;98,8;100,0;97,0;101,0;100,2;
валовое накопление;;;;;;;;;;;;97,4;114,3;112,2;109,5;117,7;122,0;110,5;59,0;128,5;121,0;104,4;94,4;93,9;87,7;98,1;107,4;
"валовое накопление основного капитала2);3)";;;;;;;;;;;;102,8;113,9;112,6;110,6;118,0;121,0;110,6;85,6;105,9;109,1;105,0;101,3;98,2;88,8;100,8;104,3;
изменение запасов материальных оборотных средств4);;;;;;;;;;;;…;…;…;…;…;…;…;…;…;… ;… ;… ;…;…;…;…;
экспорт;;;;;;;;;;;;110,3;112,6;111,8;106,5;107,3;106,3;100,6;95,3;107,0;100,3;101,4;104,6;100,5;103,7;103,2;105,1;
импорт;;;;;;;;;;;;114,6;117,3;123,3;116,6;121,3;126,2;114,8;69,6;125,8;120,3;109,7;103,5;92,7;74,9;96,4;117,4;
1) Здесь и далее показатели раздела в составе ресурсов или использования со знаком (-) уменьшают значение итога.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) Включая приобретение за вычетом выбытия ценностей.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3) Начиная с 2011 г. с учетом повышения лимита стоимости активов, относящихся к материально-производственным запасам, с 20 тыс. руб. до 40 тыс. руб., в соответствии с Приказом Министерства финансов Российской Федерации от 24.12.2010 № 186Н ""О внесении изменений в нормативные правовые акты по бухгалтерскому учету и признании утратившим силу приказа Министерства финансов Российской Федерации от 15 января 1997 г. № 3"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;
4) Показатель не имеет экономического смысла.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"__________
*)  Показатели системы национальных счетов, начиная с 2011 года, пересчитаны на основе положений СНС 2008 года относительно учета результатов научных исследований и разработок, способных быть востребованными на рынке, а также систем вооружения, которые включены в состав накопления основного капитала. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
