яйца куриные, шт. в месяц;2192;1834;2325;1740;1217;1437;1628;1594;1259;1657;1953;2509;2967;2997;3578;4515;4793;4896;5394;6 131;6 324;6 810;6 701;6 690;5 892;6 232;7 185;7 791;7 873;8 174;7 393;8 239;8 334;7 701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сахар-песок, кг в месяц;244,6;102,2;151,8;215,4;127,8;199,9;226,7;184,4;147,5;185,7;208,8;264,4;280,0;343,6;429,9;409,7;617,4;725,9;610,8;580,7;617,5;823,5;913,6;879,4;638,1;686,8;902,3;1 084,7;1 168,9;1 311,1;1 114,1;901,5;1 067,1;1 212,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
масло подсолнечное, кг в месяц;149,7;84,7;113,5;96,4;57,9;85,8;108,6;80,6;56,5;94,2;125,2;121,3;148,7;176,1;213,8;268,3;305,3;239,7;296,1;348,7;301,5;360,0;383,4;444,9;354,5;332,2;380,0;438,6;479,3;482,4;437,6;478,2;583,7;670,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
масло сливочное, кг в месяц;61;29,2;42,8;48,7;24,2;38,2;41,4;36,0;23,7;34,4;46,8;59,6;66,4;75,5;87,4;99,9;110,7;102,8;103,5;98,5;93,8;104,8;107,6;96,1;87,8;86,9;76,1;81,3;82,0;81,9;86,0;79,9;89,8;90,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
картофель, кг в месяц;394,2;383,3;634,6;449,1;274,3;389,0;485,8;451,8;270,5;384,0;528,9;517,8;538,0;818,8;839,9;828,8;1 008,7;943,5;1 077,1;1 026,4;925,5;1 573,6;1 290,8;1 185,5;1 208,0;1 672,4;1 454,4;1 623,0;1 788,7;1 836,3;1 350,1;1 446,5;2 168,4;2 024,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
мука пшеничная, кг в месяц;415,2;290,4;562,6;405,4;245,1;246,7;288,9;319,5;244,3;277,3;380,2;530,7;600,2;509,9;687,9;845,4;927,8;835,3;897,4;1 078,4;1 121,4;1 250,3;1 100,1;1 179,5;1 051,6;1 103,4;1 195,9;1 361,7;1 326,0;1 310,1;1 305,4;1 240,1;1 507,9;1 725,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"хлеб и булочные изделия из пшеничной муки, 
кг в месяц";644,7;360,7;658,9;314,1;187,8;180,1;201,5;217,4;203,0;223,1;282,7;360,1;394,5;370,1;448,7;520,4;574,6;559,0;558,6;619,1;645,7;700,3;682,7;715,8;672,0;689,1;706,9;760,3;778,7;780,8;800,6;787,0;861,1;910,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
рис шлифованный, кг в месяц;272,6;173,5;350,0;320,5;143,0;157,4;192,5;160,1;94,6;155,2;244,1;290,0;345,7;357,1;405,2;470,1;496,0;442,4;402,0;493,5;562,8;677,3;713,4;695,5;515,2;556,9;621,7;696,1;700,1;664,3;681,6;602,8;655,1;689,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
крупы, кг в месяц;394,2;212,5;396,9;303,4;202,1;193,0;234,7;234,8;189,6;219,2;345,3;461,9;423,0;460,7;625,7;714,1;798,1;738,7;808,4;835,4;590,6;932,0;952,1;1 018,0;817,4;829,8;961,2;1 123,7;964,3;903,3;926,9;894,4;1 160,7;1 376,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Покупательная способность среднего размера назначенных месячных пенсий 4):;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
говядина, кг в месяц;20,9;13,4;18,9;22,6;18,0;22,3;17,1;16,9;9,5;12,3;12,9;15,6;18,4;18,8;18,0;18,1;19,3;22,8;24,1;33,5;31,1;30,9;33,4;34,8;32,3;33,0;34,9;34,2;35,0;35,7;36,3;32,6;33,5;31,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
молоко питьевое 3), л в месяц;349,1;162,3;218,3;140,2;87,0;101,6;109,4;120,6;73,5;95,3;111,6;137,6;147,1;148,7;158,7;166,3;165,5;170,5;179,9;216,5;204,9;234,5;241,2;221,5;222,3;217,2;215,6;213,8;215,6;219,9;235,7;215,0;232,8;231,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
творог, кг в месяц;88,1;33,5;50,0;35,4;25,8;29,9;28,0;30,3;18,2;23,5;25,9;31,0;33,7;33,4;34,8;35,2;34,6;34,2;40,0;51,9;49,7;52,4;53,3;48,0;46,4;45,1;45,0;44,2;44,7;45,4;48,1;43,8;47,5;49,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
яйца куриные, шт. в месяц;740;478;788;620;485;550;562;605;371;518;617;793;883;851;989;1158;1098;1189;1502;2 188;2 220;2 312;2 231;2 221;2 075;2 104;2 441;2 381;2 330;2 386;2 149;2 248;2 170;1813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сахар-песок, кг в месяц;82,6;26,6;51,4;76,7;50,9;76,4;78,3;70,0;43,5;58,0;65,9;83,6;83,4;97,6;118,8;105,0;141,5;176,3;170,1;207,2;216,7;279,6;304,1;291,9;224,8;231,8;306,4;331,4;345,9;382,7;323,9;245,9;277,8;285,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
масло подсолнечное, кг в месяц;50,5;22,1;38,5;34,3;23,0;32,8;37,5;30,6;16,7;29,4;39,5;38,4;44,3;50,0;59,1;68,8;70,0;58,2;82,5;124,4;105,8;122,2;127,6;147,7;124,9;112,1;129,1;134,0;141,8;140,8;127,2;130,5;152,0;157,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
масло сливочное, кг в месяц;20,6;7,6;14,5;17,4;9,6;14,6;14,3;13,7;7,0;10,7;14,8;18,9;19,8;21,4;24,1;25,6;25,4;25,0;28,8;35,1;32,9;35,6;35,8;31,9;30,9;29,3;25,8;24,8;24,3;23,9;25,0;21,8;23,4;21,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
картофель, кг в месяц;133,1;99,8;215,1;160,0;109,2;148,7;167,8;171,5;79,8;119,9;167,1;163,7;160,2;232,6;232,1;212,5;231,2;229,1;300,0;366,3;324,9;534,2;429,7;393,5;425,5;564,5;494,0;495,9;529,3;536,0;392,5;394,6;564,6;476,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
мука пшеничная, кг в месяц;140,2;75,6;190,7;144,4;97,6;94,3;99,7;121,3;72,0;86,6;120,1;167,8;178,7;144,8;190,1;216,7;212,6;202,8;249,9;384,8;393,6;424,5;366,2;391,5;370,4;372,4;406,2;416,1;392,3;382,4;379,5;338,3;392,6;406,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"хлеб и булочные изделия из пшеничной муки, 
кг в месяц";217,6;93,9;223,3;111,9;74,8;68,9;69,6;82,5;59,9;69,7;89,3;113,9;117,4;105,1;124,0;133,4;131,7;135,7;155,6;220,9;226,6;237,7;227,3;237,6;236,7;232,6;240,1;232,3;230,4;227,9;232,7;214,7;224,2;214,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
рис шлифованный, кг в месяц;92,0;45,2;118,6;114,2;56,9;60,2;66,5;60,8;27,9;48,5;77,1;91,7;102,9;101,5;112,0;120,5;113,7;107,4;112,0;176,1;197,6;229,9;237,5;230,9;181,5;188,0;211,2;212,7;207,2;193,9;198,1;164,4;170,6;162,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
крупы, кг в месяц;133,1;55,4;134,5;108,1;80,5;73,8;81,0;89,1;55,9;68,4;109,1;146,0;125,9;130,9;172,9;183,1;182,9;179,4;225,2;298,1;207,3;316,4;317,0;337,9;287,9;280,1;326,5;343,4;285,3;263,6;269,5;244,0;302,2;324,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Наличие предметов длительного пользования 5) 
на 100 домашних хозяйств:";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
телевизоры, шт.;;;;137;134;125;124;124;124;124;126;129;133;135;138;144;149;154;160;164;170;174;178;183;197;193;190;187;188;191;189;192;191;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
видеомагнитофоны, видеокамеры 6), шт.;;;;9;15;25;39;43;46;48;50;54;57;62;66;67;62;60;58;49;46;46;47;44;61;46;39;38;35;32;29;40;35;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
персональные компьютеры, шт.;;;;;;;;;;;6;10;13;20;26;33;42;48;55;63;75;86;100;113;125;127;124;125;126;128;126;129;130;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
мобильные телефоны, шт.;;;;;;;;;;;5;9;25;55;104;142;178;200;217;228;237;244;250;257;256;245;245;248;250;251;252;248;249;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
музыкальные центры 7), шт.;;;;;;;;;;12;16;21;24;28;34;36;38;38;39;39;40;38;39;38;35;31;28;28;25;24;21;18;17;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
холодильники, морозильники, шт.;;;;114;116;112;112;113;113;113;113;114;114;114;117;118;119;121;123;121;122;125;126;128;129;132;133;134;136;140;143;144;146;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
стиральные машины, шт.;;;;102;100;99;98;97;97;98;93;93;93;94;97;99;100;100;101;99;101;101;101;103;100;100;100;101;101;102;103;103;103;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
электропылесосы, шт.;;;;77;77;79;79;80;81;82;75;77;78;80;84;87;88;89;92;92;93;93;95;96;96;96;95;96;96;97;99;102;103;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
микроволновые печи, шт.8);;;;;;;;;;;;;;;25;32;39;45;51;61;65;69;72;75;79;106;108;112;110;112;110;131;137;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
посудомоечные машины, шт.;;;;;;;;;;;;;;;1;2;2;2;3;3;4;5;7;8;9;10;10;10;13;15;17;19;21;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
кондиционеры шт.;;;;;;;;;;;;;;;3;4;5;6;8;8;10;12;17;20;21;24;23;25;26;29;27;48;53;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
швейные, вязальные машины, шт.;;;;75;74;74;72;73;73;73;63;62;60;58;60;58;57;54;53;43;42;40;41;40;40;39;40;38;36;37;35;34;32;***;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_______________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) Данные за 2014 г. без учета сведений по Республике Крым и г.Севастополю.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) С 2010 г. - включая данные по Чеченской Республике, с 2015 г. - включая данные по Республике Крым и г. Севастополю.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) До 2009 г. - молоко цельное. В 2009 году - молоко питьевое (включая разливное) и молочный напиток. В 2010, 2011 г.г. - молоко питьевое и молочный напиток. С 2012 года - молоко питьевое.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4) Данные приведены с учетом единовременных денежных выплат: 2017 г. - в размере 5 тысяч рублей, назначенной в соответствии с Федеральным законом от 22 ноября 2016г. № 385-ФЗ ;  2021 г. - в размере 10 тысяч рублей, назначенной в соответствии с Указом Президента Российской Федерации от 24 августа 2021 г. № 486.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5) Данные за 2011-2023 гг. публикуются без учета итогов ВПН-2020. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
