автобусным транспортом2);27 302,0;24 874,2;24 123,7;23 438,0;22 817,1;23 185,0;23 664,7;23 102,8;22 882,5;23 001,1;22 462,2;21 920,6;20 912,3;21 018,3;16 374,0;14 733,6;14 794,9;14 717,8;13 704,4;13 433,7;13 304,9;12 766,2;11 586,8;11 554,3;11 522,9;11 295,8;11 184,9;10 912,1;10 637,2;7 695,4;8 031,4;8 457,9;8 975,6;9 194,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
трамвайным транспортом;7 619,5;8 070,6;8 125,2;7 644,4;7 539,9;7 526,6;7 495,3;7 506,3;7 817,8;7 421,2;7 353,5;6 982,3;6 321,0;5 803,8;4 123,4;3 267,1;2 660,3;2 537,2;2 216,6;2 078,7;2 003,6;1 928,3;1 629,0;1 551,4;1 477,9;1 396,6;1 326,9;1 259,4;1 240,3;889,4;992,1;998,8;993,5;1 032,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
троллейбусным транспортом;8 004,9;8 619,1;9 101,6;8 751,3;8 474,6;8 720,7;8 848,5;8 860,3;9 077,1;8 759,3;8 604,3;8 181,1;7 290,8;6 679,7;4 653,1;3 774,6;2 971,9;2 733,0;2 414,0;2 205,7;2 152,2;2 051,2;1 735,1;1 803,1;1 616,5;1 483,1;1 375,7;1 262,8;1 148,1;759,6;807,9;830,8;856,9;896,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
метрополитенным транспортом;3 229,0;3 567,5;4 212,1;4 224,4;4 149,9;4 173,3;4 128,2;4 146,2;4 162,2;4 186,4;4 204,6;4 199,5;4 204,7;4 210,6;3 574,3;3 465,7;3 528,4;3 593,7;3 306,6;3 293,7;3 351,3;3 445,6;3 490,7;3 436,6;3 336,5;3 311,7;3 298,0;3 380,6;3 450,9;2 189,1;2 680,0;2 897,9;3 023,1;3 147,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
морским транспортом3);13,7;8,7;6,3;4,4;3,4;2,2;1,6;1,3;1,2;1,1;0,8;0,7;1,2;1,1;1,3;1,4;1,4;1,4;1,5;1,5;1,3;1,1;0,5;6,9;9,6;13,0;11,7;7,5;6,0;4,6;4,5;3,4;2,7;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
внутренним водным транспортом3);75,2;43,8;39,7;28,5;26,8;19,0;25,0;18,9;23,8;27,7;30,0;28,8;24,4;25,5;20,7;19,6;21,5;19,9;17,2;16,1;14,2;13,7;13,0;12,6;13,6;13,5;12,7;12,3;11,1;7,7;8,6;9,1;10,6;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"воздушным транспортом4) 
(с 2000 г. включая перевозки пассажиров нерегулярными перевозчиками)";86,0;62,6;41,5;33,8;32,1;28,1;26,2;23,3;22,4;23,0;26,4;28,0;30,9;35,2;36,5;39,5;46,8;51,5;46,6;58,6;66,0;76,1;86,3;94,9;93,6;91,3;107,8;118,4;130,9;71,1;111,9;96,4;106,7;113,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Пассажирооборот всех видов транспорта общего пользования1), млрд  пасс-км;743,9;677,4;659,0;594,8;551,3;527,4;511,3;481,1;468,5;495,2;493,9;489,2;491,1;508,5;473,2;476,4;497,2;512,1;463,9;483,7;502,5;532,2;547,0;556,0;529,7;519,3;560,1;593,6;635,1;357,1;492,8;508,3;564,0;599,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
железнодорожного транспорта;255,0;253,2;272,2;227,1;192,2;181,2 ;170,3 ;152,9 ;141,0 ;167,1 ;157,9 ;152,9 ;157,6 ;164,3 ;172,2 ;177,8 ;174,1 ;175,9 ;151,5;138,9;139,8;144,6;138,5;130,0;120,6;124,6;123,1;129,5;133,6;78,6;104,2;124,0;138,0;145,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
автобусного транспорта2);250,7;212,3;200,3;193,8;188,2;181,3 ;179,2 ;171,6 ;171,8 ;173,7 ;172,1 ;170,7 ;166,2 ;168,7 ;142,3 ;136,0 ;149,9 ;152,1 ;141,5;140,6;138,6;133,3;126,0;127,1;126,3;124,3;123,4;122,5;122,5;88,4;101,1;109,1;112,6;117,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
трамвайного транспорта;24,1;26,0;26,3;25,9;25,1;25,3 ;25,1 ;25,5 ;26,2 ;25,1 ;23,2 ;21,9 ;20,2 ;18,7 ;13,5 ;11,1 ;8,7 ;8,2 ;7,1;6,7;6,4;6,3;5,3;5,0;4,8;4,6;4,3;3,9;3,8;2,8;3,1;3,1;3,1;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
троллейбусного транспорта;23,9;26,2;28,3;27,2;26,5;27,4 ;28,0 ;28,2 ;28,6 ;28,1 ;27,8 ;26,6 ;23,8 ;21,4 ;15,0 ;12,4 ;9,8 ;9,0 ;7,9;7,1;6,9;6,6;5,7;6,4;6,0;5,5;5,2;4,7;4,2;2,9;3,1;3,1;3,3;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
метрополитенного транспорта;35,6;39,6;46,8;47,0;46,2;46,6 ;46,2 ;46,5 ;46,6 ;46,9 ;51,3 ;51,3 ;51,4 ;51,4 ;43,4 ;44,2 ;42,6 ;43,4 ;42,7;42,4;43,2;45,1;45,6;45,4;44,6;44,1;44,1;45,4;47,4;30,7;37,5;40,4;41,6;43,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
морского транспорта3);0,5;0,5;0,3;0,3;0,3;0,2 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1 ;0,1;0,1;0,1;0,04;0,04;0,1;0,1;0,1;0,1;0,06;0,05;0,03;0,04;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
внутреннего водного транспорта3);3,7;1,9;1,6;1,2;1,1;0,9 ;0,9 ;0,8 ;0,8 ;1,0 ;1,0 ;1,0 ;0,9 ;1,0 ;0,9 ;0,9 ;1,0 ;0,8 ;0,8;0,8;0,7;0,6;0,6;0,5;0,5;0,6;0,6;0,6;0,6;0,2;0,4;0,6;0,7;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
воздушного транспорта4);150,4;117,7;83,2;72,3;71,7;64,5 ;61,5 ;55,5 ;53,4 ;53,4 ;60,6 ;64,7 ;71,1 ;83,0 ;85,8 ;93,9 ;111,0 ;122,6 ;112,5;147,1;166,8;195,8;225,2;241,4;226,8;215,6;259,4;286,9;323,0;153,5;243,3;228,0;264,7;286,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) Без легкового такси.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) С 2000 г. - по юридическим лицам и индивидуальным предпринимателям (включая субъекты малого предпринимательства), осуществляющих перевозки пассажиров автобусами.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) С 2015 г. - по данным Росморречфлота.   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4) По данным Росавиации.  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспортные средства ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Наличие грузовых автомобилей 
(на конец года) в организациях автомобильного транспорта общего пользования1), тыс. шт.";313,5;274,5 ;237,6 ;432,0 ;356,7 ;277,2 ;211,4 ;175,5 ;150,9 ;128,1 ;110,3 ;89,0 ;70,6 ;57,2 ;49,6 ;44,3 ;40,6 ;38,5 ;36,1;35,3;58,0;60,0;62,0;61,0;61,0;39,0;46,0;48,0;49,0;56,0;58,0;67,0;73,5;88,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Наличие грузовых автомобилей 
(на конец года) в собственности граждан (по данным МВД России), тыс. шт.";60,0;199,0;392,0;595,0;798,0;998,0;1 107,5;1 249,5;1 439,8;1 568,4;1 698,4;1 920,7;1 996,2;2 151,5;2 300,4;2 440,2;2 627,0;2 818,0;2 856,7;2 949,6;3 096,8;3 272,8;3 544,7;3 777,4;3 789,2;3 841,2;3 925,6;4 016,4;4 039,0;3 988,3;3 962,7;3 909,3;3 890,6;3 877,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Наличие автобусов (на конец года) 
в организациях автомобильного транспорта общего пользования2), тыс. шт.";147,5;133,9;129,2;123,7;128,4;124,3;122,5;117,1;112,5;108,6;106,7;101,1;92,9;86,3;79,2;72,2;69,0;64,4;64,8;157,7;166,3;169,9;166,0;166,3;174,3;170,9;169,9;165,8;166,0;159,2;143,6;137,9;136,1;134,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Число легковых автомобилей 
(на конец года)  в собственности граждан (по данным МВД России), тыс. шт.";9 417,3;10 156,7;11 099,2;12 387,3;13 688,5;15 047,2;16 591,2;17 761,3;18 543,4;19 097,4;19 983,9;21 135,1;22 082,1;22 853,8;24 124,8;25 281,8;27 754,5;30 300,2;31 340,6;32 629,1;34 624,3;36 917,2;39 237,1;41 433,4;42 317,1;43 157,1;44 792,0;45 376,6;46 291,5;46 925,7;47 688,6;47 868,4;48 533,7;49 678,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Число легковых автомобилей 
(на конец года) в собственности граждан на 1000 человек населения (по данным МВД России), шт.";63,4;68,4 ;74,8 ;83,4 ;92,3 ;101,7 ;112,3 ;120,4 ;126,2 ;130,5 ;137,2 ;145,8 ;153,0 ;158,9 ;168,4 ;177,0 ;194,4 ;212,3 ;219,4;228,4;241,8;257,1;272,4;282,4;287,5;292,4;303,1;306,9;312,9;318,2;324,5;326,9;332,1;340,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Число трамвайных вагонов (на конец года), тыс. шт.;14,5;14,3 ;13,9 ;13,5 ;13,3 ;13,0 ;12,7 ;12,4 ;12,3 ;12,1 ;11,8 ;11,3 ;10,9 ;10,6 ;10,3 ;9,9 ;9,7 ;9,4 ;9,0;8,8;8,6;8,4;8,3;8,3;8,0;7,8;7,7;7,7;7,7;7,6;7,4;7,4;7,1;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Число троллейбусов (на конец года), 
тыс. шт.";14,0;13,9 ;13,8 ;13,5 ;13,2 ;12,7 ;12,5 ;12,3 ;12,2 ;12,2 ;12,1 ;11,9 ;11,8 ;11,6 ;11,4 ;11,3 ;11,2 ;11,2 ;11,0;11,1;11,0;11,0;10,7;10,7;10,2;10,0;9,4;9,0;8,7;8,0;7,9;7,6;7,7;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Число вагонов метрополитена 
(на конец года), тыс. шт.";5,4;5,5 ;5,6 ;5,7 ;5,7 ;5,8 ;5,8 ;5,8 ;5,8 ;5,8 ;5,8 ;5,9 ;5,9 ;6,0 ;6,1 ;6,2 ;6,3 ;6,3 ;6,3;6,3;6,5;6,7;7,0;7,4;7,4;7,7;7,8;8,1;8,7;9,0;9,0;9,0;9,3;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
____________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1) По юридическим лицам (без субъектов малого предпринимательства). С 2016 г. - по организациям, выполняющим перевозки грузов; с 2017 г. включая пикапы и легковые фургоны.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) С 2010 г. – эксплуатационные автобусы (собственные, арендованные, приобретенные по договору лизинга и т.п.) юридических лиц  и индивидуальных предпринимателей (включая субъекты малого предпринимательства), осуществляющих перевозку  пассажиров по регулярным маршрутам.    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
